Date,Open,High,Low,Close,Adj. Close,Volume
"Feb 23, 2022",105,108.95,104.85,107.75,104.6,62092144
"Feb 24, 2022",102.8,105.6,100.1,100.5,97.56,70341673
"Mar 09, 2022",98,99.2,96.7,98.85,95.96,51266334
"Mar 10, 2022",102.2,105.45,101.2,101.85,98.87,71291981
"Mar 11, 2022",101.8,104.7,100.95,104.4,101.35,40767554
"Mar 14, 2022",104.95,107.5,103.55,106.9,103.78,45750608
"Mar 15, 2022",107.4,108.9,105.25,105.9,102.8,46827034
"Mar 16, 2022",107.5,108.7,106.95,107.7,104.55,27985666
"Mar 17, 2022",109.75,109.8,107.45,107.95,104.79,32425892
"Mar 21, 2022",107.9,108.35,105.75,106.5,103.39,24879006
"Mar 22, 2022",106.2,107.45,103.5,106.8,103.68,32477182
"Mar 23, 2022",107.25,109.15,105.9,106.25,103.14,27104882
"Mar 24, 2022",105.45,108,105.05,106.15,103.05,26545928
"Mar 25, 2022",106.75,109,106.3,108.5,105.33,40572355
"Mar 28, 2022",108.95,112.35,107.3,111.95,108.68,46409385
"Mar 29, 2022",112.5,113.1,110.7,111.55,108.29,32359109
"Mar 30, 2022",112.75,114.95,112.05,114,110.67,100828273
"Mar 31, 2022",112.9,113.4,111.05,111.6,108.34,28030563
"Apr 01, 2022",111.6,116.4,111.35,116,112.61,30941452
"Apr 04, 2022",116.2,117,115.2,116.1,112.71,29356607
"Apr 05, 2022",116.4,117.85,114.5,116,112.61,28093579
"Apr 06, 2022",115.65,120.95,115.15,119.9,116.4,36964790
"Apr 07, 2022",119.85,122.6,117.95,119.2,115.72,44284867
"Apr 08, 2022",119.8,120.85,117.95,120.3,116.78,27463874
"Apr 11, 2022",120.75,122.7,119.6,120.3,116.78,17762107
"Apr 12, 2022",119.9,120.9,117.1,120.15,116.64,23810157
"Apr 13, 2022",120.85,121.45,119.1,119.45,115.96,18304816
"Apr 18, 2022",118.7,118.7,113.25,113.9,110.57,41375448
"Apr 19, 2022",115,116.7,111.6,113.05,109.75,29839721
"Apr 20, 2022",113.75,114.5,111.4,112.6,109.31,21822195
"Apr 21, 2022",113.55,114.5,113,113.9,110.57,19921166
"Apr 22, 2022",112.95,113.95,111.2,111.45,108.19,17387240
"Apr 25, 2022",110.35,112.5,109.05,111.15,107.9,24586074
"Apr 26, 2022",112.9,115.9,112.55,115.5,112.12,28059744
"Apr 27, 2022",114,116.55,112.8,116.1,112.71,21756038
"Apr 28, 2022",116.75,116.8,114.75,115.7,112.32,20065882
"Apr 29, 2022",116.6,117.35,112.3,112.9,109.6,18089520
"May 02, 2022",111.4,113.25,110.85,112.75,109.45,14526547
"May 04, 2022",113.8,115.25,107.55,108.15,104.99,31618133
"May 05, 2022",109.7,110.5,105.4,105.85,102.76,26515557
"May 06, 2022",104.2,105.8,102,104.95,101.88,25132051
"May 09, 2022",103.95,104.85,101.6,103.25,100.23,19017700
"May 10, 2022",103,105.1,100.2,101,98.05,16040305
"May 11, 2022",102,102.3,97.2,101.25,98.29,26776508
"May 12, 2022",100,100.3,95.4,96.05,93.24,24799413
"May 13, 2022",98,99.3,94,95,92.22,31856215
"May 16, 2022",96,100.45,94.5,99.85,96.93,38507596
"May 17, 2022",100.75,102.85,99.5,102.15,99.16,27647316
"May 18, 2022",102.15,102.7,99.1,99.45,96.54,20090443
"May 19, 2022",97.5,97.9,95.25,96.3,93.49,18567831
"May 20, 2022",98.2,99.95,98,99.45,96.54,17897990
"May 23, 2022",99.95,101,96.85,97.15,94.31,18586212
"May 24, 2022",97.25,98.35,95.25,95.8,93,20019543
"May 25, 2022",96.25,97.6,93,93.9,91.16,30311221
"May 26, 2022",94.9,99,92.55,98.35,95.48,36341295
"May 27, 2022",99.3,99.85,98.15,98.65,95.77,22370919
"May 30, 2022",99.8,102,99.65,101.55,98.58,25342786
"May 31, 2022",101.35,102.45,99.7,100.25,97.32,17234246
"Jun 01, 2022",101,102.5,100,101.85,98.87,20994336
"Jun 02, 2022",102,105.85,102,103.65,100.62,44232880
"Jun 03, 2022",104.7,105.1,102,102.15,99.16,16672450
"Jun 06, 2022",102,102.45,99.2,102.05,99.07,18544374
"Jun 07, 2022",101.4,103.25,100.9,101.9,98.92,17522351
"Jun 08, 2022",102.4,105.35,101.4,103.55,100.52,31448826
"Jun 09, 2022",103.2,105.35,102.45,105.05,101.98,25588925
"Jun 10, 2022",103,105.45,102.9,105.1,102.03,15753322
"Jun 13, 2022",102.2,102.95,98.5,99.95,97.03,22147285
"Jun 14, 2022",99.1,102.15,99.1,100.55,97.61,18606407
"Jun 15, 2022",101,102.1,99.4,100.1,97.17,15884977
"Jun 16, 2022",101.6,102.15,97.05,97.5,94.65,24322328
"Jun 17, 2022",95.9,96.9,94.1,95.05,95.05,21919900
"Jun 20, 2022",95.6,96,89.85,91.15,91.15,21703028
"Jun 21, 2022",92.1,97.35,91.75,96.05,96.05,28648481
"Jun 22, 2022",95.6,96.6,94.2,95.45,95.45,19542639
"Jun 23, 2022",95.2,97.85,94.4,96.45,96.45,27634072
"Jun 24, 2022",97.3,100.35,96.85,99.95,99.95,38285373
"Jun 27, 2022",101.1,101.75,99.6,100,100,14457696
"Jun 28, 2022",99.45,101.8,99.45,101.55,101.55,16394684
"Jun 29, 2022",100.3,101.8,99.7,101.15,101.15,16413604
"Jun 30, 2022",100.95,102.3,97.05,97.4,97.4,24612161
"Jul 01, 2022",97.6,97.8,95.6,96.95,96.95,32287305
"Jul 04, 2022",97,99.95,96.95,98.45,98.45,23659060
"Jul 05, 2022",98.6,100.75,98.45,98.65,98.65,19396972
"Jul 06, 2022",99.05,100.7,98.7,99.45,99.45,24812084
"Jul 07, 2022",100.7,105.8,100.5,105,105,65399001
"Jul 08, 2022",105.85,106.3,103.95,105.6,105.6,19420027
"Jul 11, 2022",104.9,109.95,104.4,109.55,109.55,34213586
"Jul 12, 2022",108.8,110.5,108.1,109.25,109.25,29735635
"Jul 13, 2022",109.5,110.5,108.15,108.45,108.45,15508962
"Jul 14, 2022",108,108,103.7,105.2,105.2,33537636
"Jul 15, 2022",106,106.4,103.3,104.05,104.05,15017788
